"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2015-11-12",1303,"ITUZAINGO Nº 4","Buenos Aires","Nacional","2015","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","XK","SURAN 1.6 5D 912","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2017-03-02",1303,"ITUZAINGO Nº 4","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","527","HIGH UP! 1.0 MPI","1","Privado","Física","ITUZAINGÓ","BUENOS AIRES","Femenino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2008-06-03",1303,"ITUZAINGO Nº 4","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","044","FIAT","665","PUNTO ELX 1.4","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2012-05-28",1303,"ITUZAINGO Nº 4","Buenos Aires","Protocolo 21","2012","04","RURAL 5 PTAS","044","FIAT","680","PALIO WEEKEND TREKKING 1.4MPI 8V","1","Privado","Física","V. UDAONDO - ITUZAINGO","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2013-11-14",1303,"ITUZAINGO Nº 4","Buenos Aires","Nacional","2013","20","PICK-UP","68","TOYOTA","82","HILUX 4X4 C/D SRV 3.0 TDI 5AT CUERO","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2015-01-08",1305,"HURLINGHAM Nº 3","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","104","PEUGEOT","709","208 ALLURE 1.5 N TOUCHSCREEN","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","1999-08-17",1305,"HURLINGHAM Nº 3","Buenos Aires","Importado","1999","17","CHASIS C/CABINA","024","CHEVROLET","121","NPR66PL-5LXY","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2011-10-24",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","08","CHEVROLET","CT","AGILE 5P 1.4 LTZ","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2013-01-14",1305,"HURLINGHAM Nº 3","Buenos Aires","Protocolo 21","2013","05","SEDAN 5 PTAS","136","VOLKSWAGEN","463","GOL 1.4 L","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2018-11-29",1305,"HURLINGHAM Nº 3","Buenos Aires","Importado","2018","04","RURAL 5 PUERTAS","112","RENAULT","A14","DUSTER PH2 PRIVILEGE 2.0","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1950","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2018-01-25",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2018","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","XG","SURAN 1.6 16V 5D CROSS 772","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","2009-09-22",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2009","17","SEDAN 5 PTAS","07","CITROEN","64","C4 5P 2.0I 16V SX","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1995","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2019-06-21",1305,"HURLINGHAM Nº 3","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","130","TOYOTA","911","ETIOS XLS 1.5 4A/T","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2011-10-05",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2011","12","SEDAN 4 PTAS","08","CHEVROLET","DK","CLASSIC 4 PTAS LT SPIRIT 1.4N","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2002-01-04",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2002","20","PICK-UP","19","FORD","PE","RANGER XL C/C 4X4 2.8L D","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2018-07-20",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2018","17","SEDAN 5 PUERTAS","34","PEUGEOT","PD","308 ALLURE PACK 1.6 HDI","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2000-04-17",1305,"HURLINGHAM Nº 3","Buenos Aires","Protocolo 21","2000","04","RURAL 5 PTAS","044","FIAT","406","PALIO WEEKEND 1.6 SPI","1","Privado","Física","HAEDO","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","2018-01-25",1305,"HURLINGHAM Nº 3","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","044","FIAT","866","ARGO DRIVE 1.3","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2007-10-11",1306,"PILAR Nº 5","Buenos Aires","Protocolo 21","2007","02","SEDAN 4 PTAS","024","CHEVROLET","419","VECTRA CD 2.4","1","Privado","Física","DEL VISO","BUENOS AIRES","No identificado","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","1998-06-16",1306,"PILAR Nº 5","Buenos Aires","Nacional","1998","12","SEDAN 5 PUERTAS","34","PEUGEOT","74","306XR8V5P","1","Privado","Física","DEL VISO","BUENOS AIRES","No identificado","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2013-01-28",1307,"LANUS Nº 10","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","TD","SURAN 1.6L 5D 700","1","Privado","Física","VILLA CARAZA","BUENOS AIRES","No identificado","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1995-01-03",1307,"LANUS Nº 10","Buenos Aires","Nacional","1995","17","SEDAN 5 PTAS","19","FORD","40","ESCORT LX","1","Privado","Física","LANUS ESTE // LANUS","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2013-10-29",1307,"LANUS Nº 10","Buenos Aires","Importado","2013","04","RURAL 5 PUERTAS","024","CHEVROLET","630","CHEVROLET TRACKER FWD LTZ","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2013-09-26",1307,"LANUS Nº 10","Buenos Aires","Nacional","2013","12","SEDAN 4 PTAS","08","CHEVROLET","DS","CLASSIC 4P LT PACK 1.4N","1","Privado","Física","MTE. CHINGOLO-LANUS","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2001-11-21",1307,"LANUS Nº 10","Buenos Aires","Nacional","2001","18","SEDAN 3 PTAS","53","VOLKSWAGEN","BC","GOL 1.6 (0270) 01A","1","Privado","Física","LANUS ESTE","BUENOS AIRES","No identificado","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2011-07-06",1307,"LANUS Nº 10","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","08","CHEVROLET","CT","AGILE 5P 1.4 LTZ","1","Privado","Física","LANUS OESTE","BUENOS AIRES","No identificado","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2006-04-07",1307,"LANUS Nº 10","Buenos Aires","Nacional","2006","17","SEDAN 5 PTAS","37","RENAULT","KA","KANGOO EXPRESION 1.9","1","Privado","Física","LANUS OESTE","BUENOS AIRES","No identificado","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2017-06-29",1308,"MERLO Nº 4","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","027","CITROEN","392","C3 90 START","1","Privado","Física","CIUDAD DE LIBERTAD","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","1998-07-14",1308,"MERLO Nº 4","Buenos Aires","Importado","1998","02","SEDAN 4 PTAS","136","VOLKSWAGEN","228","PASSAT V6","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","Masculino","1992","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2005-02-22",1308,"MERLO Nº 4","Buenos Aires","Protocolo 21","2005","22","SEDAN 3 PUERTAS","112","RENAULT","517","CLIO AUTHENTIQUE 1.5 DCI","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2013-06-12",1308,"MERLO Nº 4","Buenos Aires","Importado","2013","22","SEDAN 3 PUERTAS","027","CITROEN","241","DS3 1.6 TURBO SPORT CHIC","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2008-05-08",1308,"MERLO Nº 4","Buenos Aires","Nacional","2008","22","FURGON VIDRIADO CON ASIENTOS","34","PEUGEOT","DT","PARTNER FURGON 1.9 D PLC CONFORT","1","Privado","Física","CIUDAD DE PONTEVEDRA","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","1995-09-27",1308,"MERLO Nº 4","Buenos Aires","Importado","1995","22","SEDAN 3 PTAS","","VOLKSWAGEN","","GOL GLI 1.8","1","Privado","Física","AGUSTIN FERRARI","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2012-04-18",1308,"MERLO Nº 4","Buenos Aires","Importado","2012","05","SEDAN 5 PTAS","047","FORD","908","FIESTA KINETIC DESIGN TITANIUM","1","Privado","Física","LIBERTAD","BUENOS AIRES","Femenino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2009-06-12",1308,"MERLO Nº 4","Buenos Aires","Protocolo 21","2009","05","SEDAN 5 PTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","CIUDAD DE PONTEVEDRA","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2017-04-03",1308,"MERLO Nº 4","Buenos Aires","Nacional","2017","12","SEDAN 4 PUERTAS","07","CITROEN","DY","C4 LOUNGE 143 LIVE","1","Privado","Física","CIUDAD DE LIBERTAD","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2004-05-27",1308,"MERLO Nº 4","Buenos Aires","Protocolo 21","2004","04","RURAL 5 PTAS","047","FORD","595","ECOSPORT 2.0 L 4X2 XLT","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2008-06-20",1309,"MERLO Nº 5","Buenos Aires","Nacional","2008","17","SEDAN 5 PUERTAS","08","CHEVROLET","BC","CORSA CLASSIC SW BASE +AC 1.6N","1","Privado","Física","LIBERTAD","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2007-12-26",1309,"MERLO Nº 5","Buenos Aires","Protocolo 21","2007","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MERLO","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2012-07-05",1309,"MERLO Nº 5","Buenos Aires","Nacional","2012","12","SEDAN 4 PTAS","08","CHEVROLET","DC","CLASSIC 4 PTAS LS AA+DIR 1.4N","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","Femenino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2010-09-20",1309,"MERLO Nº 5","Buenos Aires","Nacional","2010","12","SEDAN 4 PTAS","17","FIAT","AV","SIENA ATTRACTIVE 1.4 BENZINA","1","Privado","Física","MERLO","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","1993-01-29",1309,"MERLO Nº 5","Buenos Aires","Nacional","1993","17","SEDAN 5 PTAS","19","FORD","40","ESCORT LX","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2007-01-30",1309,"MERLO Nº 5","Buenos Aires","Protocolo 21","2007","05","SEDAN 5 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MERLO","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","2009-09-29",1309,"MERLO Nº 5","Buenos Aires","Protocolo 21","2009","05","SEDAN 5 PTAS","027","CITROEN","187","C3 1.4 I SX","1","Privado","Física","BºALTOS DE MERLO-MERLO","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2003-09-30",1309,"MERLO Nº 5","Buenos Aires","Protocolo 21","2003","22","SEDAN 3 PTAS","044","FIAT","487","UNO S 1.3","1","Privado","Física","M.ACOSTA","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2013-10-09",1309,"MERLO Nº 5","Buenos Aires","Protocolo 21","2013","05","SEDAN 5 PUERTAS","044","FIAT","723","IDEA ADVENTURE 1.6 16V","1","Privado","Física","PONTEVEDRA","BUENOS AIRES","Femenino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2012-05-22",1309,"MERLO Nº 5","Buenos Aires","Importado","2012","05","SEDAN 5 PTAS","024","CHEVROLET","571","SONIC 1.6 LT M/T","1","Privado","Física","CIUDAD DE LIBERTAD","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","1993-09-28",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","1993","12","SEDAN 4 PUERTAS","53","VOLKSWAGEN","10","VW  SENDA","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2003-01-22",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","2003","17","SEDAN 5 PUERTAS","19","FORD","NR","FOCUS LX 1.8 5P TD","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1967","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2012-01-20",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","2012","12","SEDAN 4 PUERTAS","34","PEUGEOT","LA","408 FELINE 2.0N","1","Privado","Física","SAN CARLOS","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2016-08-11",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","2016","12","SEDAN 4 PUERTAS","08","CHEVROLET","DX","CLASSIC 4 P LS ABS+AIRBAG 1.4N","1","Privado","Física","ETCHEVERRY","BUENOS AIRES","Masculino","1959","URUGUAY",100,"06","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2004-10-01",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","2004","17","SEDAN 5 PUERTAS","34","PEUGEOT","DZ","307 XS PREMIUM 2.0 5P","1","Privado","Física","SAN CARLOS","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","1996-01-02",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","1996","11","SEDAN 2 PTAS","17","FIAT","66","VIVACE","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1950","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2011-10-31",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","08","CHEVROLET","CS","AGILE 5P 1.4 LT","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Femenino","1998","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2013-10-31",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","37","RENAULT","YZ","CLIO MIO 5P CONFORT PLUS","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2006-01-24",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2006","22","FURGON","37","RENAULT","KJ","KANGOO RL EXPRESS DIE 1PCL   /2006","1","Privado","Física","CIUDAD EVITA","BUENOS AIRES","Femenino","1961","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2008-05-23",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2008","12","SEDAN 4 PTAS","53","VOLKSWAGEN","JV","POLO CLASSIC 1.9L SD 31B","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2013-06-18",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","TI","SURAN 1.6L 5D 768","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Masculino","1975","PERU",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2018-05-15",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","024","CHEVROLET","701","ONIX JOY 5P 1.4 N LS MT +","1","Privado","Física","RAMOS MEJIA","BUENOS AIRES","Femenino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2009-05-18",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2009","02","SEDAN 4 PTAS","112","RENAULT","652","LOGAN 1.6 8V BASE","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","1998-10-06",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","1998","12","SEDAN 4 PTAS","53","VOLKSWAGEN","15","POLO CLASSIC 1.6 NAFTA","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","2010-03-16",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","VILLA MADERO","BUENOS AIRES","Masculino","1988","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2017-05-10",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","104","PEUGEOT","778","208 ALLURE 1.6","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2016-06-28",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2016","05","SEDAN 5 PUERTAS","047","FORD","A86","KA S 1.5L","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2017-10-25",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2017","17","SEDAN 5 PUERTAS","08","CHEVROLET","EK","CRUZE 5P 1.4 TURBO LTZ MT","1","Privado","Física","CIUDAD EVITA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2016-06-07",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2015","20","PICK-UP","68","TOYOTA","78","HILUX 4X4 C/D DX PACK ELECTRICO 2.5 TDI - C3","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","1981-11-20",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","1981","12","SEDAN 4 PTAS","34","PEUGEOT","12","505 GR","1","Privado","Física","VILLA MADERO","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","1999-12-02",1311,"LA MATANZA Nº 14","Buenos Aires","Importado","1999","13","FURGON VID C/ ASIENTOS","047","FORD","223","TRANSIT 190-L","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2015-07-22",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","2015","17","SEDAN 5 PUERTAS","34","PEUGEOT","ML","308 ALLURE 1.6N NAV","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","1991-01-30",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","1991","12","SEDAN 4 PTAS","53","VOLKSWAGEN","10","VW SENDA","1","Privado","Física","C.AUTONOMA DE BS.AS","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2010-10-25",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","112","RENAULT","712","SANDERO STEPWAY CONFORT 1.6 16V","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Femenino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","2007-07-13",1312,"BAHIA BLANCA Nº 7","Buenos Aires","Protocolo 21","2007","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","2","Público","Física","BAHIA BLANCA","BUENOS AIRES","Femenino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","2016-11-09",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Importado","2016","04","RURAL 5 PUERTAS","024","CHEVROLET","549","CAPTIVA LS 2.4 M/T","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2008-06-03",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Importado","2008","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","185","SHARAN TDI","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","Masculino","1969","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","2011-04-04",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Importado","2011","02","SEDAN 4 PTAS","136","VOLKSWAGEN","335","BORA 1.8T","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2010-03-23",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Importado","2010","02","SEDAN 4 PTAS","104","PEUGEOT","548","407 SV SPORT HDI","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
